year,species,site,plot,trt,treatment,pods,cover0,arsincover0,cover3,arsincover3,cover5,arsincover5
2011,CALE,Botany,382,4,Banvel 0.2,0.0,0.2,0.04473628,0.0,0.0,,
2010,ELGL,Botany,300,2,No Spray,,11.0,0.33806525,,,4.0,0.20135792
2010,ELGL,Hyslop,13,5,Roundup 0.01,,13.0,0.36886298,,,3.0,0.17408301
2010,ELGL,Hyslop,188,5,Roundup 0.01,,2.0,0.14189705,,,1.0,0.10016742
2010,ELGL,Botany,206,7,Rdup/Bnvl 0.01,,40.0,0.6847192,,,10.0,0.32175055
2010,ELGL,Hyslop,114,2,No Spray,,2.0,0.14189705,,,1.0,0.10016742
2010,ELGL,Botany,379,2,No Spray,,23.0,0.50017961,,,5.0,0.22551341
2010,ELGL,Hyslop,17,3,Banvel 0.01,,3.0,0.17408301,,,2.0,0.14189705
2010,ELGL,Botany,224,3,Banvel 0.01,,43.0,0.71516746,,,10.0,0.32175055
2010,ELGL,Hyslop,73,2,No Spray,,35.0,0.63305184,,,10.0,0.32175055
2010,ELGL,Hyslop,185,4,Banvel 0.1,,13.0,0.36886298,,,4.0,0.20135792
2010,ELGL,Hyslop,164,1,Carrier Control,,10.0,0.32175055,,,4.0,0.20135792
2010,ELGL,Botany,261,4,Banvel 0.1,,16.0,0.41151685,,,2.0,0.14189705
2010,ELGL,Botany,326,2,No Spray,,1.0,0.10016742,,,1.0,0.10016742
2010,ELGL,Botany,258,1,Carrier Control,,1.0,0.10016742,,,1.0,0.10016742
2010,ELGL,Botany,210,4,Banvel 0.1,,20.0,0.46364761,,,5.0,0.22551341
2010,ELGL,Botany,315,4,Banvel 0.1,,6.0,0.24746706,,,2.0,0.14189705
2010,ELGL,Hyslop,40,3,Banvel 0.01,,17.0,0.42498878,,,15.0,0.39769942
2010,ELGL,Botany,334,4,Banvel 0.1,,25.0,0.52359878,,,5.0,0.22551341
2010,ELGL,Botany,275,4,Banvel 0.1,,40.0,0.6847192,,,15.0,0.39769942
2010,ELGL,Botany,301,5,Roundup 0.01,,32.0,0.60126422,,,8.0,0.28675655
2010,ELGL,Hyslop,200,6,Roundup 0.1,,12.0,0.35374161,,,4.0,0.20135792
2010,ELGL,Hyslop,79,3,Banvel 0.01,,2.0,0.14189705,,,1.0,0.10016742
2010,ELGL,Botany,265,5,Roundup 0.01,,36.0,0.64350111,,,7.0,0.26776333
2010,ELGL,Hyslop,144,5,Roundup 0.01,,22.0,0.48820526,,,10.0,0.32175055
2010,ELGL,Botany,331,5,Roundup 0.01,,6.0,0.24746706,,,3.0,0.17408301
2010,ELGL,Botany,363,1,Carrier Control,,4.0,0.20135792,,,2.0,0.14189705
2010,ELGL,Hyslop,85,6,Roundup 0.1,,33.0,0.61193971,,,20.0,0.46364761
2010,ELGL,Botany,384,1,Carrier Control,,40.0,0.6847192,,,15.0,0.39769942
2010,ELGL,Hyslop,126,7,Rdup/Bnvl 0.01,,10.0,0.32175055,,,10.0,0.32175055
2010,ELGL,Botany,354,4,Banvel 0.1,,13.0,0.36886298,,,3.0,0.17408301
2010,ELGL,Botany,321,1,Carrier Control,,12.0,0.35374161,,,4.0,0.20135792
2010,ELGL,Hyslop,29,2,No Spray,,5.0,0.22551341,,,2.0,0.14189705
2010,ELGL,Hyslop,163,6,Roundup 0.1,,28.0,0.55759883,,,10.0,0.32175055
2010,ELGL,Hyslop,113,4,Banvel 0.1,,20.0,0.46364761,,,5.0,0.22551341
2010,ELGL,Hyslop,142,1,Carrier Control,,7.0,0.26776333,,,15.0,0.39769942
2010,ELGL,Hyslop,51,4,Banvel 0.1,,11.0,0.33806525,,,1.0,0.10016742
2010,ELGL,Hyslop,132,1,Carrier Control,,20.0,0.46364761,,,12.0,0.35374161
2010,ELGL,Botany,371,7,Rdup/Bnvl 0.01,,20.0,0.46364761,,,5.0,0.22551341
2010,ELGL,Botany,352,1,Carrier Control,,20.0,0.46364761,,,5.0,0.22551341
2010,ELGL,Botany,311,3,Banvel 0.01,,2.0,0.14189705,,,1.0,0.10016742
2010,ELGL,Botany,347,8,Rdup/Bnvl 0.1,,40.0,0.6847192,,,10.0,0.32175055
2010,ELGL,Botany,278,4,Banvel 0.1,,25.0,0.52359878,,,4.0,0.20135792
2010,ELGL,Hyslop,111,8,Rdup/Bnvl 0.1,,4.0,0.20135792,,,3.0,0.17408301
2010,ELGL,Hyslop,143,7,Rdup/Bnvl 0.01,,2.0,0.14189705,,,1.0,0.10016742
2010,ELGL,Botany,305,7,Rdup/Bnvl 0.01,,33.0,0.61193971,,,7.0,0.26776333
2010,ELGL,Hyslop,141,7,Rdup/Bnvl 0.01,,3.0,0.17408301,,,1.0,0.10016742
2010,ELGL,Hyslop,100,7,Rdup/Bnvl 0.01,,3.0,0.17408301,,,2.0,0.14189705
2010,ELGL,Botany,330,2,No Spray,,4.0,0.20135792,,,3.0,0.17408301
2010,ELGL,Botany,400,2,No Spray,,18.0,0.43814903,,,10.0,0.32175055
2010,ELGL,Botany,388,3,Banvel 0.01,,37.0,0.65388706,,,10.0,0.32175055
2010,ELGL,Botany,355,7,Rdup/Bnvl 0.01,,17.0,0.42498878,,,4.0,0.20135792
2010,ELGL,Botany,362,7,Rdup/Bnvl 0.01,,3.0,0.17408301,,,2.0,0.14189705
2010,ELGL,Hyslop,187,2,No Spray,,1.0,0.10016742,,,1.0,0.10016742
2010,ELGL,Hyslop,101,3,Banvel 0.01,,10.0,0.32175055,,,10.0,0.32175055
2010,ELGL,Botany,303,7,Rdup/Bnvl 0.01,,15.0,0.39769942,,,4.0,0.20135792
2010,ELGL,Botany,297,6,Roundup 0.1,,12.0,0.35374161,,,4.0,0.20135792
2010,ELGL,Hyslop,124,1,Carrier Control,,1.0,0.10016742,,,1.0,0.10016742
2010,ELGL,Botany,287,7,Rdup/Bnvl 0.01,,5.0,0.22551341,,,1.0,0.10016742
2010,ELGL,Hyslop,102,1,Carrier Control,,1.0,0.10016742,,,1.0,0.10016742
2010,ELGL,Botany,351,5,Roundup 0.01,,15.0,0.39769942,,,4.0,0.20135792
2010,ELGL,Hyslop,21,4,Banvel 0.1,,35.0,0.63305184,,,15.0,0.39769942
2010,ELGL,Hyslop,186,4,Banvel 0.1,,2.0,0.14189705,,,2.0,0.14189705
2010,ELGL,Botany,364,6,Roundup 0.1,,1.0,0.10016742,,,1.0,0.10016742
2010,ELGL,Hyslop,72,3,Banvel 0.01,,15.0,0.39769942,,,10.0,0.32175055
2010,ELGL,Botany,260,2,No Spray,,4.0,0.20135792,,,1.0,0.10016742
2010,ELGL,Botany,328,2,No Spray,,37.0,0.65388706,,,15.0,0.39769942
2010,ELGL,Botany,335,3,Banvel 0.01,,25.0,0.52359878,,,8.0,0.28675655
2010,ELGL,Botany,306,5,Roundup 0.01,,11.0,0.33806525,,,3.0,0.17408301
2010,ELGL,Botany,374,8,Rdup/Bnvl 0.1,,5.0,0.22551341,,,3.0,0.17408301
2010,ELGL,Hyslop,138,1,Carrier Control,,30.0,0.57963974,,,10.0,0.32175055
2010,ELGL,Hyslop,179,5,Roundup 0.01,,22.0,0.48820526,,,12.0,0.35374161
2010,ELGL,Hyslop,12,7,Rdup/Bnvl 0.01,,10.0,0.32175055,,,3.0,0.17408301
2010,ELGL,Hyslop,39,7,Rdup/Bnvl 0.01,,10.0,0.32175055,,,15.0,0.39769942
2010,ELGL,Hyslop,110,4,Banvel 0.1,,14.0,0.383497,,,6.0,0.24746706
2010,ELGL,Hyslop,71,4,Banvel 0.1,,20.0,0.46364761,,,7.0,0.26776333
2010,ELGL,Hyslop,199,5,Roundup 0.01,,12.0,0.35374161,,,5.0,0.22551341
2010,ELGL,Hyslop,177,5,Roundup 0.01,,4.0,0.20135792,,,4.0,0.20135792
2010,ELGL,Botany,325,6,Roundup 0.1,,1.0,0.10016742,,,1.0,0.10016742
2010,ELGL,Hyslop,105,1,Carrier Control,,15.0,0.39769942,,,8.0,0.28675655
2010,ELGL,Botany,225,2,No Spray,,33.0,0.61193971,,,10.0,0.32175055
2010,ELGL,Hyslop,103,5,Roundup 0.01,,35.0,0.63305184,,,25.0,0.52359878
2010,ELGL,Hyslop,93,8,Rdup/Bnvl 0.1,,25.0,0.52359878,,,15.0,0.39769942
2010,ELGL,Hyslop,70,2,No Spray,,25.0,0.52359878,,,15.0,0.39769942
2010,ELGL,Hyslop,15,1,Carrier Control,,20.0,0.46364761,,,15.0,0.39769942
2010,ELGL,Hyslop,92,2,No Spray,,5.0,0.22551341,,,3.0,0.17408301
2010,ELGL,Botany,365,5,Roundup 0.01,,15.0,0.39769942,,,8.0,0.28675655
2010,ELGL,Hyslop,83,8,Rdup/Bnvl 0.1,,20.0,0.46364761,,,3.0,0.17408301
2010,ELGL,Hyslop,107,3,Banvel 0.01,,1.0,0.10016742,,,1.0,0.10016742
2010,ELGL,Hyslop,4,6,Roundup 0.1,,20.0,0.46364761,,,15.0,0.39769942
2010,ELGL,Botany,399,8,Rdup/Bnvl 0.1,,35.0,0.63305184,,,7.0,0.26776333
2010,ELGL,Hyslop,106,3,Banvel 0.01,,8.0,0.28675655,,,6.0,0.24746706
2010,ELGL,Botany,377,4,Banvel 0.1,,2.0,0.14189705,,,1.0,0.10016742
2010,ELGL,Botany,356,1,Carrier Control,,25.0,0.52359878,,,15.0,0.39769942
2010,ELGL,Botany,281,6,Roundup 0.1,,12.0,0.35374161,,,7.0,0.26776333
2010,ELGL,Botany,381,8,Rdup/Bnvl 0.1,,8.0,0.28675655,,,7.0,0.26776333
2010,ELGL,Botany,380,7,Rdup/Bnvl 0.01,,17.0,0.42498878,,,5.0,0.22551341
2010,ELGL,Hyslop,193,3,Banvel 0.01,,3.0,0.17408301,,,2.0,0.14189705
2010,ELGL,Botany,324,5,Roundup 0.01,,5.0,0.22551341,,,1.0,0.10016742
2010,ELGL,Botany,274,3,Banvel 0.01,,30.0,0.57963974,,,3.0,0.17408301
2010,ELGL,Botany,361,8,Rdup/Bnvl 0.1,,3.0,0.17408301,,,3.0,0.17408301
2010,ELGL,Botany,341,8,Rdup/Bnvl 0.1,,9.0,0.30469265,,,4.0,0.20135792
2010,ELGL,Botany,255,6,Roundup 0.1,,7.0,0.26776333,,,3.0,0.17408301
2010,ELGL,Hyslop,115,6,Roundup 0.1,,1.0,0.10016742,,,1.0,0.10016742
2010,ELGL,Hyslop,198,8,Rdup/Bnvl 0.1,,2.0,0.14189705,,,2.0,0.14189705
2010,ELGL,Hyslop,125,8,Rdup/Bnvl 0.1,,11.0,0.33806525,,,3.0,0.17408301
2010,ELGL,Botany,353,1,Carrier Control,,8.0,0.28675655,,,3.0,0.17408301
2010,ELGL,Hyslop,146,2,No Spray,,5.0,0.22551341,,,7.0,0.26776333
2010,ELGL,Hyslop,62,4,Banvel 0.1,,8.0,0.28675655,,,5.0,0.22551341
2010,ELGL,Botany,360,8,Rdup/Bnvl 0.1,,27.0,0.54640056,,,15.0,0.39769942
2010,ELGL,Hyslop,135,6,Roundup 0.1,,7.0,0.26776333,,,3.0,0.17408301
2010,ELGL,Botany,217,6,Roundup 0.1,,23.0,0.50017961,,,5.0,0.22551341
2010,ELGL,Botany,368,5,Roundup 0.01,,4.0,0.20135792,,,8.0,0.28675655
2010,ELGL,Hyslop,128,6,Roundup 0.1,,2.0,0.14189705,,,2.0,0.14189705
2010,ELGL,Hyslop,121,7,Rdup/Bnvl 0.01,,38.0,0.66421524,,,50.0,0.78539816
2010,ELGL,Botany,304,6,Roundup 0.1,,13.0,0.36886298,,,3.0,0.17408301
2010,ELGL,Hyslop,104,8,Rdup/Bnvl 0.1,,1.0,0.10016742,,,1.0,0.10016742
2010,ELGL,Hyslop,170,6,Roundup 0.1,,17.0,0.42498878,,,10.0,0.32175055
2010,ELGL,Botany,382,8,Rdup/Bnvl 0.1,,5.0,0.22551341,,,3.0,0.17408301
2010,ELGL,Hyslop,147,8,Rdup/Bnvl 0.1,,5.0,0.22551341,,,2.0,0.14189705
2010,ELGL,Hyslop,49,8,Rdup/Bnvl 0.1,,35.0,0.63305184,,,4.0,0.20135792
2010,ELGL,Hyslop,41,2,No Spray,,20.0,0.46364761,,,25.0,0.52359878
2010,ELGL,Botany,329,6,Roundup 0.1,,15.0,0.39769942,,,3.0,0.17408301
2010,ELGL,Botany,318,1,Carrier Control,,1.0,0.10016742,,,0.0,0.0
2010,ELGL,Botany,314,3,Banvel 0.01,,1.0,0.10016742,,,0.0,0.0
2010,ELGL,Hyslop,36,7,Rdup/Bnvl 0.01,,5.0,0.22551341,,,2.0,0.14189705
2010,ELGL,Hyslop,181,5,Roundup 0.01,,,,,,,
2010,ELGL,Botany,302,3,Banvel 0.01,,,,,,,
2010,ELGL,Botany,375,3,Banvel 0.01,,,,,,,
2011,ELGL,Hyslop,2,6,Roundup 0.2,,2.0,0.1418970546041639,,,1.5,0.12278275875764601
2011,ELGL,Hyslop,6,1,Carrier Control,,5.0,0.2255134058981312,,,3.0,0.17408301063648043
2011,ELGL,Hyslop,12,4,Banvel 0.2,,3.0,0.17408301063648043,,,1.0,0.1001674211615598
2011,ELGL,Hyslop,13,2,No Spray,,3.0,0.17408301063648043,,,1.5,0.12278275875764601
2011,ELGL,Hyslop,17,2,No Spray,,3.0,0.17408301063648043,,,1.0,0.1001674211615598
2011,ELGL,Hyslop,21,4,Banvel 0.2,,8.0,0.2867565522115484,,,4.0,0.20135792079033082
2011,ELGL,Hyslop,26,5,Roundup 0.1,,3.0,0.17408301063648043,,,1.5,0.12278275875764601
2011,ELGL,Hyslop,31,1,Carrier Control,,1.0,0.1001674211615598,,,0.1,0.03162804943757168
2011,ELGL,Hyslop,51,6,Roundup 0.2,,0.1,0.03162804943757168,,,0.2,0.044736280102247346
2011,ELGL,Hyslop,57,1,Carrier Control,,7.0,0.2677633271571939,,,2.0,0.1418970546041639
2011,ELGL,Hyslop,60,8,Rdup+Bnvl 0.2,,5.0,0.2255134058981312,,,2.0,0.1418970546041639
2011,ELGL,Hyslop,63,8,Rdup+Bnvl 0.2,,3.0,0.17408301063648043,,,2.0,0.1418970546041639
2011,ELGL,Hyslop,64,7,Rdup+Bnvl 0.1,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2011,ELGL,Hyslop,65,4,Banvel 0.2,,5.0,0.2255134058981312,,,2.0,0.1418970546041639
2011,ELGL,Hyslop,71,6,Roundup 0.2,,4.0,0.20135792079033082,,,1.5,0.12278275875764601
2011,ELGL,Hyslop,74,1,Carrier Control,,5.0,0.2255134058981312,,,1.5,0.12278275875764601
2011,ELGL,Hyslop,75,3,Banvel 0.1,,2.0,0.1418970546041639,,,1.0,0.1001674211615598
2011,ELGL,Hyslop,80,3,Banvel 0.1,,6.0,0.24746706317044773,,,2.0,0.1418970546041639
2011,ELGL,Hyslop,81,3,Banvel 0.1,,7.0,0.2677633271571939,,,1.5,0.12278275875764601
2011,ELGL,Hyslop,82,2,No Spray,,8.0,0.2867565522115484,,,3.0,0.17408301063648043
2011,ELGL,Hyslop,83,4,Banvel 0.2,,3.0,0.17408301063648043,,,1.5,0.12278275875764601
2011,ELGL,Hyslop,86,6,Roundup 0.2,,2.0,0.1418970546041639,,,0.5,0.07076973666221362
2011,ELGL,Hyslop,91,8,Rdup+Bnvl 0.2,,6.0,0.24746706317044773,,,1.0,0.1001674211615598
2011,ELGL,Hyslop,93,7,Rdup+Bnvl 0.1,,5.0,0.2255134058981312,,,2.0,0.1418970546041639
2011,ELGL,Hyslop,96,7,Rdup+Bnvl 0.1,,3.0,0.17408301063648043,,,1.0,0.1001674211615598
2011,ELGL,Hyslop,100,6,Roundup 0.2,,1.0,0.1001674211615598,,,1.0,0.1001674211615598
2011,ELGL,Hyslop,101,7,Rdup+Bnvl 0.1,,3.0,0.17408301063648043,,,1.0,0.1001674211615598
2011,ELGL,Hyslop,102,3,Banvel 0.1,,1.0,0.1001674211615598,,,0.5,0.07076973666221362
2011,ELGL,Hyslop,106,2,No Spray,,3.0,0.17408301063648043,,,2.0,0.1418970546041639
2011,ELGL,Hyslop,107,5,Roundup 0.1,,0.8,0.0895624074394449,,,0.1,0.03162804943757168
2011,ELGL,Hyslop,111,6,Roundup 0.2,,3.0,0.17408301063648043,,,0.3,0.054799678915819716
2011,ELGL,Hyslop,113,2,No Spray,,5.0,0.2255134058981312,,,1.0,0.1001674211615598
2011,ELGL,Hyslop,114,1,Carrier Control,,1.0,0.1001674211615598,,,0.05,0.022362543584366713
2011,ELGL,Hyslop,116,2,No Spray,,0.8,0.0895624074394449,,,0.1,0.03162804943757168
2011,ELGL,Hyslop,117,5,Roundup 0.1,,8.0,0.2867565522115484,,,2.5,0.15878021464576067
2011,ELGL,Hyslop,121,6,Roundup 0.2,,3.0,0.17408301063648043,,,1.0,0.1001674211615598
2011,ELGL,Hyslop,122,4,Banvel 0.2,,0.1,0.03162804943757168,,,0.1,0.03162804943757168
2011,ELGL,Hyslop,123,5,Roundup 0.1,,3.0,0.17408301063648043,,,1.5,0.12278275875764601
2011,ELGL,Hyslop,125,2,No Spray,,3.0,0.17408301063648043,,,1.0,0.1001674211615598
2011,ELGL,Hyslop,126,1,Carrier Control,,5.0,0.2255134058981312,,,1.0,0.1001674211615598
2011,ELGL,Hyslop,127,3,Banvel 0.1,,3.0,0.17408301063648043,,,1.0,0.1001674211615598
2011,ELGL,Hyslop,128,4,Banvel 0.2,,1.0,0.1001674211615598,,,0.5,0.07076973666221362
2011,ELGL,Hyslop,131,6,Roundup 0.2,,3.0,0.17408301063648043,,,1.0,0.1001674211615598
2011,ELGL,Hyslop,132,8,Rdup+Bnvl 0.2,,3.0,0.17408301063648043,,,2.0,0.1418970546041639
2011,ELGL,Hyslop,137,3,Banvel 0.1,,2.0,0.1418970546041639,,,1.0,0.1001674211615598
2011,ELGL,Hyslop,143,5,Roundup 0.1,,1.0,0.1001674211615598,,,0.5,0.07076973666221362
2011,ELGL,Hyslop,156,7,Rdup+Bnvl 0.1,,15.0,0.3976994150920718,,,3.0,0.17408301063648043
2011,ELGL,Hyslop,158,7,Rdup+Bnvl 0.1,,6.0,0.24746706317044773,,,1.0,0.1001674211615598
2011,ELGL,Hyslop,168,5,Roundup 0.1,,1.0,0.1001674211615598,,,0.5,0.07076973666221362
2011,ELGL,Hyslop,169,8,Rdup+Bnvl 0.2,,4.0,0.20135792079033082,,,1.0,0.1001674211615598
2011,ELGL,Hyslop,171,1,Carrier Control,,3.0,0.17408301063648043,,,1.0,0.1001674211615598
2011,ELGL,Hyslop,172,5,Roundup 0.1,,4.0,0.20135792079033082,,,1.5,0.12278275875764601
2011,ELGL,Hyslop,173,8,Rdup+Bnvl 0.2,,10.0,0.32175055439664224,,,2.5,0.15878021464576067
2011,ELGL,Hyslop,174,1,Carrier Control,,3.0,0.17408301063648043,,,1.0,0.1001674211615598
2011,ELGL,Hyslop,175,7,Rdup+Bnvl 0.1,,0.3,0.054799678915819716,,,0.05,0.022362543584366713
2011,ELGL,Hyslop,178,4,Banvel 0.2,,0.3,0.054799678915819716,,,0.5,0.07076973666221362
2011,ELGL,Hyslop,179,8,Rdup+Bnvl 0.2,,10.0,0.32175055439664224,,,2.5,0.15878021464576067
2011,ELGL,Hyslop,180,3,Banvel 0.1,,3.0,0.17408301063648043,,,0.05,0.022362543584366713
2011,ELGL,Hyslop,181,3,Banvel 0.1,,0.1,0.03162804943757168,,,0.05,0.022362543584366713
2011,ELGL,Hyslop,183,7,Rdup+Bnvl 0.1,,10.0,0.32175055439664224,,,1.0,0.1001674211615598
2011,ELGL,Hyslop,184,2,No Spray,,4.0,0.20135792079033082,,,2.0,0.1418970546041639
2011,ELGL,Hyslop,185,5,Roundup 0.1,,3.0,0.17408301063648043,,,2.0,0.1418970546041639
2011,ELGL,Hyslop,187,8,Rdup+Bnvl 0.2,,0.3,0.054799678915819716,,,0.05,0.022362543584366713
2011,ELGL,Hyslop,188,4,Banvel 0.2,,1.0,0.1001674211615598,,,0.5,0.07076973666221362
2011,ELGL,Botany,203,6,Roundup 0.2,,15.0,0.3976994150920718,,,4.0,0.20135792079033082
2011,ELGL,Botany,206,8,Rdup+Bnvl 0.2,,15.0,0.3976994150920718,,,6.0,0.24746706317044773
2011,ELGL,Botany,209,2,No Spray,,20.0,0.46364760900080615,,,2.0,0.1418970546041639
2011,ELGL,Botany,210,1,Carrier Control,,8.0,0.2867565522115484,,,2.0,0.1418970546041639
2011,ELGL,Botany,224,1,Carrier Control,,10.0,0.32175055439664224,,,1.0,0.1001674211615598
2011,ELGL,Botany,225,1,Carrier Control,,15.0,0.3976994150920718,,,1.0,0.1001674211615598
2011,ELGL,Botany,232,1,Carrier Control,,10.0,0.32175055439664224,,,1.0,0.1001674211615598
2011,ELGL,Botany,234,6,Roundup 0.2,,17.0,0.4249887829624035,,,2.5,0.15878021464576067
2011,ELGL,Botany,236,5,Roundup 0.1,,17.0,0.4249887829624035,,,2.5,0.15878021464576067
2011,ELGL,Botany,237,7,Rdup+Bnvl 0.1,,30.0,0.5796397403637042,,,1.0,0.1001674211615598
2011,ELGL,Botany,247,1,Carrier Control,,2.0,0.1418970546041639,,,0.2,0.044736280102247346
2011,ELGL,Botany,248,5,Roundup 0.1,,,,,,,
2011,ELGL,Botany,252,3,Banvel 0.1,,8.0,0.2867565522115484,,,2.0,0.1418970546041639
2011,ELGL,Botany,257,7,Rdup+Bnvl 0.1,,15.0,0.3976994150920718,,,1.5,0.12278275875764601
2011,ELGL,Botany,258,6,Roundup 0.2,,2.5,0.15878021464576067,,,2.0,0.1418970546041639
2011,ELGL,Botany,260,5,Roundup 0.1,,0.1,0.03162804943757168,,,0.1,0.03162804943757168
2011,ELGL,Botany,261,3,Banvel 0.1,,0.2,0.044736280102247346,,,0.05,0.022362543584366713
2011,ELGL,Botany,264,5,Roundup 0.1,,22.0,0.4882052633969172,,,2.0,0.1418970546041639
2011,ELGL,Botany,265,3,Banvel 0.1,,12.0,0.3537416058896715,,,2.5,0.15878021464576067
2011,ELGL,Botany,266,4,Banvel 0.2,,10.0,0.32175055439664224,,,2.0,0.1418970546041639
2011,ELGL,Botany,275,6,Roundup 0.2,,12.0,0.3537416058896715,,,2.0,0.1418970546041639
2011,ELGL,Botany,277,8,Rdup+Bnvl 0.2,,20.0,0.46364760900080615,,,4.0,0.20135792079033082
2011,ELGL,Botany,278,4,Banvel 0.2,,15.0,0.3976994150920718,,,1.0,0.1001674211615598
2011,ELGL,Botany,281,8,Rdup+Bnvl 0.2,,12.0,0.3537416058896715,,,1.0,0.1001674211615598
2011,ELGL,Botany,288,3,Banvel 0.1,,8.0,0.2867565522115484,,,1.0,0.1001674211615598
2011,ELGL,Botany,290,2,No Spray,,10.0,0.32175055439664224,,,1.0,0.1001674211615598
2011,ELGL,Botany,297,6,Roundup 0.2,,3.0,0.17408301063648043,,,0.5,0.07076973666221362
2011,ELGL,Botany,300,4,Banvel 0.2,,4.0,0.20135792079033082,,,1.0,0.1001674211615598
2011,ELGL,Botany,301,7,Rdup+Bnvl 0.1,,15.0,0.3976994150920718,,,2.5,0.15878021464576067
2011,ELGL,Botany,302,8,Rdup+Bnvl 0.2,,0.2,0.044736280102247346,,,0.05,0.022362543584366713
2011,ELGL,Botany,303,6,Roundup 0.2,,5.0,0.2255134058981312,,,2.0,0.1418970546041639
2011,ELGL,Botany,304,8,Rdup+Bnvl 0.2,,3.0,0.17408301063648043,,,1.5,0.12278275875764601
2011,ELGL,Botany,305,5,Roundup 0.1,,25.0,0.5235987755982989,,,2.0,0.1418970546041639
2011,ELGL,Botany,309,7,Rdup+Bnvl 0.1,,8.0,0.2867565522115484,,,3.0,0.17408301063648043
2011,ELGL,Botany,310,1,Carrier Control,,9.0,0.3046926540153975,,,2.0,0.1418970546041639
2011,ELGL,Botany,311,3,Banvel 0.1,,2.0,0.1418970546041639,,,2.0,0.1418970546041639
2011,ELGL,Botany,312,7,Rdup+Bnvl 0.1,,4.0,0.20135792079033082,,,2.0,0.1418970546041639
2011,ELGL,Botany,319,3,Banvel 0.1,,13.0,0.36886298422662445,,,1.0,0.1001674211615598
2011,ELGL,Botany,320,3,Banvel 0.1,,19.0,0.4510268117962624,,,3.5,0.1881917411588641
2011,ELGL,Botany,321,8,Rdup+Bnvl 0.2,,10.0,0.32175055439664224,,,2.0,0.1418970546041639
2011,ELGL,Botany,324,1,Carrier Control,,2.0,0.1418970546041639,,,0.2,0.044736280102247346
2011,ELGL,Botany,326,2,No Spray,,2.0,0.1418970546041639,,,2.0,0.1418970546041639
2011,ELGL,Botany,327,2,No Spray,,,,,,,
2011,ELGL,Botany,328,4,Banvel 0.2,,10.0,0.32175055439664224,,,1.0,0.1001674211615598
2011,ELGL,Botany,329,6,Roundup 0.2,,0.1,0.03162804943757168,,,0.05,0.022362543584366713
2011,ELGL,Botany,330,8,Rdup+Bnvl 0.2,,4.0,0.20135792079033082,,,2.0,0.1418970546041639
2011,ELGL,Botany,331,5,Roundup 0.1,,,,,,,
2011,ELGL,Botany,332,5,Roundup 0.1,,3.0,0.17408301063648043,,,2.0,0.1418970546041639
2011,ELGL,Botany,333,7,Rdup+Bnvl 0.1,,6.0,0.24746706317044773,,,1.0,0.1001674211615598
2011,ELGL,Botany,351,2,No Spray,,15.0,0.3976994150920718,,,1.0,0.1001674211615598
2011,ELGL,Botany,354,7,Rdup+Bnvl 0.1,,4.0,0.20135792079033082,,,3.0,0.17408301063648043
2011,ELGL,Botany,355,7,Rdup+Bnvl 0.1,,7.0,0.2677633271571939,,,2.0,0.1418970546041639
2011,ELGL,Botany,356,2,No Spray,,7.0,0.2677633271571939,,,3.0,0.17408301063648043
2011,ELGL,Botany,359,4,Banvel 0.2,,10.0,0.32175055439664224,,,1.0,0.1001674211615598
2011,ELGL,Botany,363,5,Roundup 0.1,,3.0,0.17408301063648043,,,1.0,0.1001674211615598
2011,ELGL,Botany,364,4,Banvel 0.2,,0.5,0.07076973666221362,,,0.5,0.07076973666221362
2011,ELGL,Botany,366,1,Carrier Control,,0.4,0.06328779298136195,,,0.2,0.044736280102247346
2011,ELGL,Botany,368,2,No Spray,,21.0,0.4760338180613228,,,2.5,0.15878021464576067
2011,ELGL,Botany,369,6,Roundup 0.2,,,,,,,
2011,ELGL,Botany,370,8,Rdup+Bnvl 0.2,,5.0,0.2255134058981312,,,2.0,0.1418970546041639
2011,ELGL,Botany,377,3,Banvel 0.1,,1.0,0.1001674211615598,,,0.5,0.07076973666221362
2011,ELGL,Botany,379,4,Banvel 0.2,,11.0,0.3380652547803307,,,3.5,0.1881917411588641
2011,ELGL,Botany,380,2,No Spray,,16.0,0.411516846067488,,,3.0,0.17408301063648043
2011,ELGL,Botany,382,4,Banvel 0.2,,2.0,0.1418970546041639,,,0.5,0.07076973666221362
2010,ERLA,Hyslop,4,6,Roundup 0.1,,8.0,0.2867565522115484,10.0,0.32175055439664224,10.0,0.32175055439664224
2010,ERLA,Hyslop,12,7,Rdup/Bnvl 0.01,,18.0,0.4381490305841703,38.0,0.6642152378779667,33.0,0.6119397146338674
2010,ERLA,Hyslop,13,5,Roundup 0.01,,20.0,0.46364760900080615,15.0,0.3976994150920718,28.0,0.5575988266995368
2010,ERLA,Hyslop,15,1,Carrier Control,,10.0,0.32175055439664224,20.0,0.46364760900080615,27.0,0.5464005641379722
2010,ERLA,Hyslop,17,3,Banvel 0.01,,10.0,0.32175055439664224,19.0,0.4510268117962624,10.0,0.32175055439664224
2010,ERLA,Hyslop,21,4,Banvel 0.1,,12.0,0.3537416058896715,20.0,0.46364760900080615,25.0,0.5235987755982989
2010,ERLA,Hyslop,29,2,No Spray,,7.0,0.2677633271571939,15.0,0.3976994150920718,20.0,0.46364760900080615
